node_id,Airport ID,Name,City,Country,IATA/FAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,alpha-2_x,alpha-3,name,alpha-2_y,country-code,iso_3166-2,region,sub-region,intermediate-region,region-code,sub-region-code,intermediate-region-code
1245,2792,Juliaca,Juliaca,Peru,JUL,SPJL,-15.467103,-70.158169,12552,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1246,2796,Pedro Canga,Tumbes,Peru,TBP,SPME,-3.552528,-80.381356,115,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1247,2801,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,IQT,SPQT,-3.784739,-73.308806,306,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1248,2802,Rodriguez Ballon,Arequipa,Peru,AQP,SPQU,-16.341072,-71.583083,8405,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1249,2804,Capitan Carlos Martinez De Pinillos,Trujillo,Peru,TRU,SPRU,-8.081411,-79.108761,106,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1250,2806,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,TPP,SPST,-6.508742,-76.373247,869,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1251,2807,Coronel Carlos Ciriani Santa Rosa Intl,Tacna,Peru,TCQ,SPTN,-18.053333,-70.275833,1538,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1252,2808,Padre Aldamiz,Puerto Maldonado,Peru,PEM,SPTU,-12.613611,-69.228611,659,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1253,2809,Capitan Fap Guillermo Concha Iberico,Piura,Peru,PIU,SPUR,-5.20575,-80.616444,120,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1254,2810,Capitan Montes,Talara,Peru,TYL,SPYL,-4.576639,-81.254139,282,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1255,2812,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,CUZ,SPZO,-13.535722,-71.938781,10860,-5.0,U,PE,PER,Peru,PE,604.0,ISO 3166-2:PE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1256,2816,Carrasco Intl,Montevideo,Uruguay,MVD,SUMU,-34.838417,-56.030806,105,-3.0,S,UY,URY,Uruguay,UY,858.0,ISO 3166-2:UY,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1257,2821,General Jose Antonio Anzoategui Intl,Barcelona,Venezuela,BLA,SVBC,10.107139,-64.689161,26,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1258,2822,Barinas,Barinas,Venezuela,BNS,SVBI,8.619575,-70.220825,666,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1259,2824,Barquisimeto Intl,Barquisimeto,Venezuela,BRM,SVBM,10.042747,-69.358619,2042,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1260,2830,Canaima,Canaima,Venezuela,CAJ,SVCN,6.231989,-62.854433,1450,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1261,2844,Josefa Camejo,Paraguana,Venezuela,LSP,SVJC,11.780775,-70.151497,75,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1262,2848,La Chinita Intl,Maracaibo,Venezuela,MAR,SVMC,10.558208,-71.727856,235,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1263,2850,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela,PMV,SVMG,10.912926,-63.967581,74,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1264,2851,Simon Bolivar Intl,Caracas,Venezuela,CCS,SVMI,10.603117,-66.990583,235,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1265,2852,Maturin,Maturin,Venezuela,MUN,SVMT,9.749067,-63.1534,224,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1266,2856,General Manuel Carlos Piar,Guayana,Venezuela,PZO,SVPR,8.288528,-62.760361,472,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1267,2861,Mayor Buenaventura Vivas,Santo Domingo,Venezuela,STD,SVSO,7.565111,-72.035125,1083,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1268,2868,Arturo Michelena Intl,Valencia,Venezuela,VLN,SVVA,10.149733,-67.9284,1417,-4.0,U,VE,VEN,Venezuela (Bolivarian Republic of),VE,862.0,ISO 3166-2:VE,Americas,Latin America and the Caribbean,South America,19.0,419.0,5.0
1269,2874,V C Bird Intl,Antigua,Antigua and Barbuda,ANU,TAPA,17.136749,-61.792667,62,-4.0,U,AG,ATG,Antigua and Barbuda,AG,28.0,ISO 3166-2:AG,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1270,2875,Grantley Adams Intl,Bridgetown,Barbados,BGI,TBPB,13.074603,-59.492456,169,-4.0,U,BB,BRB,Barbados,BB,52.0,ISO 3166-2:BB,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1271,2877,Melville Hall,Dominica,Dominica,DOM,TDPD,15.547028,-61.3,73,-4.0,U,DM,DMA,Dominica,DM,212.0,ISO 3166-2:DM,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1272,2878,Le Lamentin,Fort-de-france,Martinique,FDF,TFFF,14.591033,-61.003175,16,-4.0,U,MQ,MTQ,Martinique,MQ,474.0,ISO 3166-2:MQ,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1273,2879,Grand Case,St. Martin,Guadeloupe,SFG,TFFG,18.099914,-63.047197,7,-4.0,U,GP,GLP,Guadeloupe,GP,312.0,ISO 3166-2:GP,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1274,2881,Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.265306,-61.531806,36,-4.0,U,GP,GLP,Guadeloupe,GP,312.0,ISO 3166-2:GP,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1275,2882,Point Salines Intl,Point Salines,Grenada,GND,TGPY,12.004247,-61.786192,41,-4.0,U,GD,GRD,Grenada,GD,308.0,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1276,2885,Rafael Hernandez,Aguadilla,Puerto Rico,BQN,TJBQ,18.494861,-67.129444,237,-4.0,U,PR,PRI,Puerto Rico,PR,630.0,ISO 3166-2:PR,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1277,2888,Eugenio Maria De Hostos,Mayaguez,Puerto Rico,MAZ,TJMZ,18.255694,-67.148472,28,-4.0,U,PR,PRI,Puerto Rico,PR,630.0,ISO 3166-2:PR,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1278,2889,Mercedita,Ponce,Puerto Rico,PSE,TJPS,18.008306,-66.563028,29,-4.0,U,PR,PRI,Puerto Rico,PR,630.0,ISO 3166-2:PR,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1279,2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.439417,-66.001833,9,-4.0,U,PR,PRI,Puerto Rico,PR,630.0,ISO 3166-2:PR,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1280,2891,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,SKB,TKPK,17.311194,-62.718667,170,-4.0,U,KN,KNA,Saint Kitts and Nevis,KN,659.0,ISO 3166-2:KN,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1281,2893,George F L Charles,Castries,Saint Lucia,SLU,TLPC,14.020228,-60.992936,22,-4.0,U,LC,LCA,Saint Lucia,LC,662.0,ISO 3166-2:LC,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1282,2894,Hewanorra Intl,Hewandorra,Saint Lucia,UVF,TLPL,13.733194,-60.952597,14,-4.0,U,LC,LCA,Saint Lucia,LC,662.0,ISO 3166-2:LC,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1283,2895,Reina Beatrix Intl,Oranjestad,Aruba,AUA,TNCA,12.501389,-70.015221,60,-4.0,U,AW,ABW,Aruba,AW,533.0,ISO 3166-2:AW,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1284,2900,Wallblake,The Valley,Anguilla,AXA,TQPF,18.204834,-63.055084,127,-4.0,U,AI,AIA,Anguilla,AI,660.0,ISO 3166-2:AI,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1285,2901,Crown Point,Scarborough,Trinidad and Tobago,TAB,TTCP,11.149658,-60.832194,38,-4.0,U,TT,TTO,Trinidad and Tobago,TT,780.0,ISO 3166-2:TT,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1286,2902,Piarco,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.595369,-61.337242,58,-4.0,U,TT,TTO,Trinidad and Tobago,TT,780.0,ISO 3166-2:TT,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1287,2903,Terrance B Lettsome Intl,Roadtown/beef Island,British Virgin Islands,EIS,TUPJ,18.444834,-64.542975,15,-4.0,U,VG,VGB,Virgin Islands (British),VG,92.0,ISO 3166-2:VG,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1288,2905,Canouan,Canouan Island,Saint Vincent and the Grenadines,CIW,TVSC,12.699042,-61.342431,11,-4.0,U,VC,VCT,Saint Vincent and the Grenadines,VC,670.0,ISO 3166-2:VC,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1289,2907,E T Joshua,Kingstown,Saint Vincent and the Grenadines,SVD,TVSV,13.144306,-61.210861,66,-4.0,U,VC,VCT,Saint Vincent and the Grenadines,VC,670.0,ISO 3166-2:VC,Americas,Latin America and the Caribbean,Caribbean,19.0,419.0,29.0
1290,2908,Almaty,Alma-ata,Kazakhstan,ALA,UAAA,43.352072,77.040508,2234,6.0,U,KZ,KAZ,Kazakhstan,KZ,398.0,ISO 3166-2:KZ,Asia,Central Asia,,142.0,143.0,
1291,2910,Astana Intl,Tselinograd,Kazakhstan,TSE,UACC,51.022222,71.466944,1165,6.0,U,KZ,KAZ,Kazakhstan,KZ,398.0,ISO 3166-2:KZ,Asia,Central Asia,,142.0,143.0,
1292,2912,Manas,Bishkek,Kyrgyzstan,FRU,UAFM,43.061306,74.477556,2058,5.0,U,KG,KGZ,Kyrgyzstan,KG,417.0,ISO 3166-2:KG,Asia,Central Asia,,142.0,143.0,
1293,2913,Osh,Osh,Kyrgyzstan,OSS,UAFO,40.608989,72.793269,2927,5.0,U,KG,KGZ,Kyrgyzstan,KG,417.0,ISO 3166-2:KG,Asia,Central Asia,,142.0,143.0,
1294,2914,Shymkent,Chimkent,Kazakhstan,CIT,UAII,42.364167,69.478889,1385,6.0,U,KZ,KAZ,Kazakhstan,KZ,398.0,ISO 3166-2:KZ,Asia,Central Asia,,142.0,143.0,
1295,2916,Uralsk,Uralsk,Kazakhstan,URA,UARR,51.150833,51.543056,125,5.0,U,KZ,KAZ,Kazakhstan,KZ,398.0,ISO 3166-2:KZ,Asia,Central Asia,,142.0,143.0,
1296,2917,Pavlodar,Pavlodar,Kazakhstan,PWQ,UASP,52.195,77.073889,410,6.0,U,KZ,KAZ,Kazakhstan,KZ,398.0,ISO 3166-2:KZ,Asia,Central Asia,,142.0,143.0,
1297,2918,Semipalatinsk,Semiplatinsk,Kazakhstan,PLX,UASS,50.3513,80.2344,761,6.0,U,KZ,KAZ,Kazakhstan,KZ,398.0,ISO 3166-2:KZ,Asia,Central Asia,,142.0,143.0,
1298,2920,Aktyubinsk,Aktyubinsk,Kazakhstan,AKX,UATT,50.245833,57.206667,738,5.0,U,KZ,KAZ,Kazakhstan,KZ,398.0,ISO 3166-2:KZ,Asia,Central Asia,,142.0,143.0,
1299,2922,Heydar Aliyev,Baku,Azerbaijan,GYD,UBBB,40.4675,50.046667,10,4.0,E,AZ,AZE,Azerbaijan,AZ,31.0,ISO 3166-2:AZ,Asia,Western Asia,,142.0,145.0,
1300,2923,Yakutsk,Yakutsk,Russia,YKS,UEEE,62.09325,129.770672,325,9.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1301,2926,Ignatyevo,Blagoveschensk,Russia,BQS,UHBB,50.425394,127.412478,638,9.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1302,2927,Novy,Khabarovsk,Russia,KHV,UHHH,48.528044,135.188361,244,10.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1303,2930,Sokol,Magadan,Russia,GDX,UHMM,59.910989,150.720439,574,11.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1304,2932,Yelizovo,Petropavlovsk,Russia,PKC,UHPP,53.167889,158.453669,131,12.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1305,2933,Khomutovo,Yuzhno-sakhalinsk,Russia,UUS,UHSS,46.888672,142.717531,59,10.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1306,2934,Knevichi,Vladivostok,Russia,VVO,UHWW,43.398953,132.148017,46,10.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1307,2935,Kadala,Chita,Russia,HTA,UIAA,52.026317,113.305556,2272,9.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1308,2936,Bratsk,Bratsk,Russia,BTK,UIBB,56.370556,101.698331,1610,8.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1309,2937,Irkutsk,Irkutsk,Russia,IKT,UIII,52.268028,104.388975,1675,8.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1310,2938,Mukhino,Ulan-ude,Russia,UUD,UIUU,51.807764,107.437644,1690,8.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1311,2939,Boryspil Intl,Kiev,Ukraine,KBP,UKBB,50.345,30.894722,427,2.0,E,UA,UKR,Ukraine,UA,804.0,ISO 3166-2:UA,Europe,Eastern Europe,,150.0,151.0,
1312,2940,Donetsk Intl,Donetsk,Ukraine,DOK,UKCC,48.073611,37.739722,791,2.0,E,UA,UKR,Ukraine,UA,804.0,ISO 3166-2:UA,Europe,Eastern Europe,,150.0,151.0,
1313,2941,Dnipropetrovsk Intl,Dnepropetrovsk,Ukraine,DNK,UKDD,48.357222,35.100556,481,2.0,E,UA,UKR,Ukraine,UA,804.0,ISO 3166-2:UA,Europe,Eastern Europe,,150.0,151.0,
1314,2942,Simferopol Intl,Simferopol,Ukraine,SIP,UKFF,45.052222,33.975139,639,2.0,E,UA,UKR,Ukraine,UA,804.0,ISO 3166-2:UA,Europe,Eastern Europe,,150.0,151.0,
1315,2944,Zhuliany Intl,Kiev,Ukraine,IEV,UKKK,50.401694,30.449697,586,2.0,E,UA,UKR,Ukraine,UA,804.0,ISO 3166-2:UA,Europe,Eastern Europe,,150.0,151.0,
1316,2945,Lviv Intl,Lvov,Ukraine,LWO,UKLL,49.8125,23.956111,1071,2.0,E,UA,UKR,Ukraine,UA,804.0,ISO 3166-2:UA,Europe,Eastern Europe,,150.0,151.0,
1317,2947,Odesa Intl,Odessa,Ukraine,ODS,UKOO,46.426767,30.676464,172,2.0,E,UA,UKR,Ukraine,UA,804.0,ISO 3166-2:UA,Europe,Eastern Europe,,150.0,151.0,
1318,2948,Pulkovo,St. Petersburg,Russia,LED,ULLI,59.800292,30.262503,78,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1319,2949,Murmansk,Murmansk,Russia,MMK,ULMM,68.781672,32.750822,266,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1320,2952,Khrabrovo,Kaliningrad,Russia,KGD,UMKK,54.89005,20.592633,42,2.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1321,2954,Minsk 2,Minsk 2,Belarus,MSQ,UMMS,53.882469,28.030731,670,2.0,E,BY,BLR,Belarus,BY,112.0,ISO 3166-2:BY,Europe,Eastern Europe,,150.0,151.0,
1322,2955,Abakan,Abakan,Russia,ABA,UNAA,53.74,91.385,831,7.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1323,2956,Barnaul,Barnaul,Russia,BAX,UNBB,53.363775,83.538533,838,6.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1324,2957,Kemerovo,Kemorovo,Russia,KEJ,UNEE,55.270094,86.107208,863,7.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1325,2958,Omsk,Omsk,Russia,OMS,UNOO,54.967042,73.310514,311,6.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1326,2960,Pashkovskiy,Krasnodar,Russia,KRR,URKK,45.034689,39.170539,118,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1327,2961,Uytash,Makhachkala,Russia,MCX,URML,42.816822,47.652294,12,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1328,2962,Mineralnyye Vody,Mineralnye Vody,Russia,MRV,URMM,44.225072,43.081889,1054,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1329,2963,Shpakovskoye,Stavropol,Russia,STW,URMT,45.109165,42.112778,1486,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1330,2964,Rostov Na Donu,Rostov,Russia,ROV,URRR,47.258208,39.818089,280,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1331,2965,Sochi,Sochi,Russia,AER,URSS,43.449928,39.956589,89,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1332,2966,Astrakhan,Astrakhan,Russia,ASF,URWA,46.283333,48.006278,-65,5.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1333,2967,Gumrak,Volgograd,Russia,VOG,URWW,48.782528,44.345544,482,5.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1334,2968,Balandino,Chelyabinsk,Russia,CEK,USCC,55.305836,61.503333,769,5.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1335,2969,Magnitogorsk,Magnetiogorsk,Russia,MQF,USCM,53.393131,58.755661,1431,5.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1336,2972,Nizhnevartovsk,Nizhnevartovsk,Russia,NJC,USNN,60.949272,76.483617,177,5.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1337,2973,Bolshoye Savino,Perm,Russia,PEE,USPP,57.914517,56.021214,404,5.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1338,2974,Surgut,Surgut,Russia,SGC,USRR,61.343694,73.401842,200,5.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1339,2975,Koltsovo,Sverdlovsk,Russia,SVX,USSS,56.743108,60.802728,764,5.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1340,2976,Ashgabat,Ashkhabad,Turkmenistan,ASB,UTAA,37.986814,58.360967,692,5.0,U,TM,TKM,Turkmenistan,TM,795.0,ISO 3166-2:TM,Asia,Central Asia,,142.0,143.0,
1341,2979,Dushanbe,Dushanbe,Tajikistan,DYU,UTDD,38.543333,68.825,2575,5.0,U,TJ,TJK,Tajikistan,TJ,762.0,ISO 3166-2:TJ,Asia,Central Asia,,142.0,143.0,
1342,2980,Bukhara,Bukhara,Uzbekistan,BHK,UTSB,39.775,64.483333,751,5.0,U,UZ,UZB,Uzbekistan,UZ,860.0,ISO 3166-2:UZ,Asia,Central Asia,,142.0,143.0,
1343,2981,Samarkand,Samarkand,Uzbekistan,SKD,UTSS,39.700547,66.983829,2224,5.0,U,UZ,UZB,Uzbekistan,UZ,860.0,ISO 3166-2:UZ,Asia,Central Asia,,142.0,143.0,
1344,2983,Yuzhny,Tashkent,Uzbekistan,TAS,UTTT,41.257861,69.281186,1417,5.0,U,UZ,UZB,Uzbekistan,UZ,860.0,ISO 3166-2:UZ,Asia,Central Asia,,142.0,143.0,
1345,2985,Sheremetyevo,Moscow,Russia,SVO,UUEE,55.972642,37.414589,622,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1346,2987,Chertovitskoye,Voronezh,Russia,VOZ,UUOO,51.814211,39.229589,514,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1347,2988,Vnukovo,Moscow,Russia,VKO,UUWW,55.591531,37.261486,685,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1348,2989,Syktyvkar,Syktyvkar,Russia,SCW,UUYY,61.64705,50.84505,342,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1349,2990,Kazan,Kazan,Russia,KZN,UWKD,55.606186,49.278728,411,3.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1350,2991,Orenburg,Orenburg,Russia,REN,UWOO,51.795786,55.456744,387,5.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1351,2992,Ufa,Ufa,Russia,UFA,UWUU,54.557511,55.874417,449,5.0,E,RU,RUS,Russian Federation,RU,643.0,ISO 3166-2:RU,Europe,Eastern Europe,,150.0,151.0,
1352,2994,Ahmedabad,Ahmedabad,India,AMD,VAAH,23.077242,72.63465,189,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1353,2996,Aurangabad,Aurangabad,India,IXU,VAAU,19.862728,75.398114,1911,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1354,2997,Chhatrapati Shivaji Intl,Bombay,India,BOM,VABB,19.088686,72.867919,37,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1355,2999,Bhuj,Bhuj,India,BHJ,VABJ,23.287828,69.670147,268,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1356,3001,Vadodara,Baroda,India,BDQ,VABO,22.336164,73.226289,129,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1357,3002,Bhopal,Bhopal,India,BHO,VABP,23.287467,77.337375,1719,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1358,3007,Goa,Goa,India,GOI,VAGO,15.380833,73.831422,184,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1359,3008,Devi Ahilyabai Holkar,Indore,India,IDR,VAID,22.721786,75.801086,1850,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1360,3009,Jabalpur,Jabalpur,India,JLR,VAJB,23.177817,80.052047,1624,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1361,3010,Jamnagar,Jamnagar,India,JGA,VAJM,22.465522,70.012556,69,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1362,3012,Khajuraho,Khajuraho,India,HJR,VAKJ,24.817197,79.918597,728,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1363,3015,Dr Ambedkar Intl,Nagpur,India,NAG,VANP,21.092192,79.047183,1033,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1364,3017,Pune,Pune,India,PNQ,VAPO,18.582111,73.919697,1942,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1365,3019,Rajkot,Rajkot,India,RAJ,VARK,22.309183,70.779525,441,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
1366,3020,Raipur,Raipur,India,RPR,VARP,21.180406,81.738753,1041,5.5,N,IN,IND,India,IN,356.0,ISO 3166-2:IN,Asia,Southern Asia,,142.0,34.0,
